spike_times,spike_values
0.1020333333333333,8.241564722307144
0.1075666666666666,7.642998009841248
0.1130666666666666,8.194045859000168
0.1336,9.208216165162275
0.143,8.47304999415097
0.1487666666666666,6.70937903299602
0.1537666666666666,7.492762038612854
0.1589666666666666,7.639032211750563
0.164,8.54478077694798
0.1689666666666666,8.263142394388689
0.195,7.692631146355078
0.2017,7.923100222210281
0.209,7.239138994715167
0.2153666666666666,8.040898976793306
0.2212,7.9327117288336275
0.2267,7.510830643728744
0.2317,7.897945013979156
0.2587333333333333,8.209615768519509
0.2667,7.3077675122421
0.2767666666666666,7.848414679024957
0.2830333333333333,7.584533828092043
0.2892333333333333,7.025707714784398
0.2953,6.824793259046539
0.3006333333333333,6.790851775975945
0.3267666666666666,7.590298431951133
0.3325666666666667,7.90361512547666
0.3386333333333333,8.116529516345059
0.3442,7.593646785308766
0.3495666666666667,6.830510154295322
0.3549,6.772040079061246
0.3600666666666666,6.503345527272801
0.3654333333333334,7.327190851367931
0.3707,7.138375206265201
0.3771333333333333,7.403762244826774
0.3834999999999999,6.941144794247764
0.3897333333333334,6.520845616682812
0.3964,6.590468412479531
0.4235333333333333,7.108545928428818
0.4306999999999999,8.043361491025712
0.4363333333333333,7.4349068869160355
0.4416,7.30783333826099
0.4477666666666666,6.271160979061983
0.4539999999999999,6.475789659155193
0.4598,6.150900017711792
0.4657333333333333,6.545627375714192
0.5007,6.576595742071377
0.5073,6.826362824490464
0.5136000000000001,6.61702890377674
0.5195666666666666,5.498206348325532
0.5251333333333333,7.381607353125734
0.5312,7.2069261208734465
0.5410333333333334,6.095860306131957
0.5477,6.2174412695710854
0.5539000000000001,6.342291029394246
0.5612666666666667,6.979341293021819
0.5693333333333334,6.141779463773254
0.5761666666666667,6.124511325796761
0.5794666666666667,4.414513438083898
0.6023999999999999,7.037679743772835
0.6101,7.299119817593286
0.6164333333333333,6.09987957909827
0.6226666666666666,6.735375205293148
0.6288333333333334,6.148946825539498
0.6358,6.538171090821807
0.6417666666666666,6.437128620771692
0.6476999999999999,6.18387765334008
0.6536,5.658375661911579
0.6608666666666666,5.577628988675386
0.6683333333333333,5.600996305427939
0.6950333333333333,6.866289088075895
0.7016666666666667,6.85474671514575
0.7076,6.046906828912144
0.7129333333333333,5.7435211059308955
0.7191333333333333,5.949079355752938
0.726,5.983483145037643
0.7326,6.0673722365998835
0.7391333333333333,5.984562203104184
0.7459333333333333,6.107161008239057
0.7531666666666667,5.784425434786222
0.7596666666666666,4.920944273709283
0.7673,5.703362414022508
0.7745666666666666,5.794286437283407
0.7821333333333333,5.9323944747112645
0.7900666666666667,5.937172055695926
0.7947,3.141703016880783
0.8232666666666666,6.424687409725978
0.8315666666666667,6.0009422270931125
0.838,6.691437965567418
0.8448,6.0559673429301775
0.8522,5.8654961849052265
