unit_1,unit_2
-3.4050497634600254,-9.144080192287502
-2.879853844802794,-7.894829774390652
-2.151604632700283,-6.3402531504632345
-1.1804170613887972,-4.43154756099658
0.07510343261010081,-2.1191828571306233
1.6563741648321975,0.6454226497495136
3.6031275743126727,3.9077673925456526
5.951625220659624,7.707785170659353
8.73285361463743,12.07716159820208
11.970677640833381,17.03661382647129
15.679930849094683,22.59332253745512
19.86447287695742,28.73871296977868
24.515313984707756,35.44669561606311
29.609030880978484,42.672511852739014
35.10676225878648,50.35246630455106
40.95401132427777,58.40473252643824
47.08138444096156,66.73122790429626
53.406248401604145,75.22040782100832
59.83508002796934,83.75063898674435
66.26622200873494,92.19376052249989
72.5929031928688,100.4186601815544
78.7064562381814,108.29489612410102
84.49958617470341,115.6963187964454
89.86947088123551,122.50448177605709
94.72052806845092,128.61163556361885
98.96681918686077,133.9231970397396
102.53411843665732,138.35968742823803
105.36162378702483,141.85821840701897
107.40322815978887,144.37355323185318
108.62830323290409,145.87861516380434
109.02202541684282,146.36433554723416
108.58523561394581,145.83892073189986
107.33377991623453,144.32672202849295
105.29739926954795,141.866893426188
102.51833618280686,138.51189083436867
99.04973370585202,134.32572039967
94.95381095168828,129.38193568664903
90.29986222630318,123.76149895781221
85.16222153483366,117.5506185957788
79.61836040505416,110.83871614992594
73.74718469539825,103.71662962745748
67.62746917504231,96.27496102302821
61.33640421418549,88.60242422249134
54.94825652176492,80.78417265958052
48.53311243139313,72.90023745116369
42.155756999363774,65.02436088547793
35.87480872213813,57.22336423052903
29.742175617871098,49.55685175061487
23.80282519581262,42.07709464883401
18.094770187435202,34.829118820151564
12.649110250415637,27.850938633297368
7.490079150874768,21.17380574902068
2.635259915931182,14.822429561454605
-1.9039089518025223,8.815193452632991
-6.121498191425942,3.1643815906944934
-10.01651403634238,-2.1235353113291318
-13.592364865390943,-7.047443912899792
-16.85631467195085,-11.610940440727413
-19.818932135457022,-15.821563257577733
-22.493503708219286,-19.689931605483036
