spike_times,spike_values
0.1043666666666666,2.635592352036225
0.1157666666666666,8.77775716185828
0.1346,2.52071439963609
0.1386,8.883753257930929
0.1527666666666666,2.3288567613865596
0.1677333333333333,8.322404900347264
0.1741,1.928119021110969
0.1835666666666666,10.030605383325216
0.1938666666666667,2.5068845165765827
0.2065,2.105899042316454
0.2161666666666666,8.462249619719161
0.2229333333333333,1.9294944546413533
0.2392,9.001273097005559
0.2450666666666666,1.9252115705330544
0.2526,1.950702526367061
0.2548333333333333,2.2497456661979687
0.2620666666666666,7.60040462883846
0.2686,2.2203439451734095
0.2907333333333333,7.408100882971004
0.295,2.067513218937171
0.299,2.251007610285281
0.3205333333333333,8.905943128968518
0.3414666666666667,7.140458014305548
0.3470333333333333,1.900874412489139
0.3708,9.423051604006412
0.3788333333333333,2.403156989567098
0.3984999999999999,9.203350177482656
0.4025333333333333,2.217336879729378
0.4181,8.970468252058348
0.4237666666666666,1.885553586623162
0.4525666666666667,8.571016701735358
0.4604,2.0366557608303952
0.4911999999999999,9.539058798588332
0.503,2.22743233985628
0.5187333333333334,9.038825731670112
0.5551333333333334,9.647784289042058
0.608,8.766366631149513
0.6205666666666666,2.5946557647429964
0.6531333333333333,8.941639709376991
0.6759333333333333,7.825711803198545
0.6817333333333333,1.973226478260972
0.7078333333333333,1.9284084233351555
0.7273666666666666,8.27029938265028
0.7344666666666666,2.1921451492170942
0.7493,8.500384855764187
0.7592,1.934016583297692
0.7746666666666666,2.1522520736469146
0.7949333333333333,7.537003573777308
0.8009999999999999,2.1018995676600514
0.8109666666666666,2.168163643552402
0.8189333333333333,8.797923575627111
0.8408333333333333,9.128234270303762
0.8482666666666666,2.431801949255582
0.8727666666666667,8.796950669936285
0.8981333333333333,7.64713847176612
0.9049333333333331,1.9940716361148003
0.9145,2.7306126351903703
0.9223666666666668,8.184213632093819
0.9311666666666668,2.010482745330203
0.9625333333333334,8.673360800414557
0.9995666666666666,2.3226812908226493
1.0117666666666667,1.9571804631757443
1.0261,1.9509099810550832
1.0403666666666669,9.466210340559163
1.0634,1.9528043231695
1.0789666666666666,9.001973262182293
1.0837,2.255222246297532
1.0911333333333333,2.7894411417450766
1.0947666666666669,1.9050716192414423
1.1101333333333334,2.2421321270201795
1.1130666666666666,2.096319763379183
1.1286333333333334,8.566344909520788
1.1329333333333331,1.9487263219722788
1.1558333333333335,2.605388415395083
1.1837000000000002,9.43532547001774
1.1882333333333337,3.184894264564113
1.2113666666666667,2.085700613248869
1.2189666666666668,9.205689948410672
1.2274,2.319239782795542
1.2316,1.9344302176855888
1.2411666666666668,7.612612688614658
1.2810333333333337,8.465411842555822
1.3402333333333334,8.914669386628463
1.3562,1.9575430148776216
1.3751,2.216061462704964
1.4038000000000002,2.196396634215301
1.4101333333333337,9.300137733999415
1.4239333333333335,2.2028413463852763
1.4420000000000002,8.417524961037666
1.4463,2.078718577566005
1.4869666666666668,8.091604610700305
1.5010666666666668,2.934060838266512
1.548533333333333,2.4164053080081973
1.5570000000000002,8.779244403664878
1.5651000000000002,2.8625341553870247
1.5855666666666668,7.351593484607688
1.625033333333333,9.348021982436746
1.6328,2.339805424474842
1.6435000000000002,2.012276756334286
1.6563333333333334,6.241631158141599
1.7184333333333337,1.9710748721981304
1.7216,8.211717673000777
1.7289,2.0206511920793835
1.7403000000000002,1.9593001770246437
1.7525333333333335,2.09254703441987
1.8197333333333336,9.02426249624166
1.8251333333333335,2.086257843807073
1.8577333333333337,8.984685557489247
1.8881333333333337,8.217806267866946
1.9138666666666668,2.071560460436408
1.9224666666666668,2.066352039973985
1.9428,7.796232986763187
1.9965666666666668,8.568109131361652
2.0607333333333333,1.9646575841781493
2.0679333333333334,8.052169151915727
2.0808,2.2232777563748205
2.0901,1.9677815781242205
