unit_1,unit_2
-4.708932818984122,-10.378092049426469
-4.270330536204074,-9.971510811142098
-3.7549845476710404,-9.376878572369874
-3.1556612421316785,-8.55143054893544
-2.4654988690856525,-7.448555323052871
-1.678506764223665,-6.018551448001923
-0.7899636562929493,-4.209906080683499
0.2033149414541927,-1.971094782536346
1.3027554952124218,0.7471263519300088
2.507772272988823,3.9889964759291856
3.8155244607337617,7.7906831072108575
5.220857968727342,12.176989536723147
6.7164806438104065,17.158004169980487
8.293225459756373,22.725958470550594
9.940216622506124,28.852718244432808
11.644843158960532,35.488357284315576
13.392649039015078,42.561057925881585
15.16726647333961,49.97832835996937
16.95037943153618,57.62936436811729
18.721718736104812,65.38829456590868
20.45911366401713,73.11806145902827
22.138625239173482,80.67485958940982
23.73485663873049,87.91305464079511
25.221530998801573,94.69017507919052
26.57235288159857,100.87143448339613
27.762117437983857,106.33354316001618
28.76789953561507,110.96783848960483
29.570055518523006,114.68285266955955
30.152946688533017,117.40645139197623
30.505483948054376,119.08749143103309
30.621511459543196,119.69677663685631
30.499911350099843,119.227213618824
30.144363331563433,117.69325610309114
29.562893297050483,115.12979671766738
28.767443727130818,111.59061364212526
27.773578300098922,107.146331312722
26.600235524705848,101.88184135003345
25.26932294514239,95.89337146426001
23.805021459407033,89.28550475357947
22.23289824513267,82.16828602379505
20.579081806582316,74.65441866171875
18.869660264121137,66.85653058855839
17.130200739542808,58.884511039875356
15.385227191887154,50.84298798147837
13.657661628077784,42.82908263209061
11.96833056108696,34.93068345600663
10.335601551301872,27.225450905126813
8.77508889797755,19.78040392822433
7.299379238133306,12.651734065869574
5.917903231646535,5.88469559939887
4.637021181216041,-0.4863650259734027
3.460187075236765,-6.437639484226739
2.388086362499394,-11.9549877622844
1.4187845409565951,-17.032723983731525
0.5479268570293842,-21.672344485915097
-0.2310041177892036,-25.881298739180952
-0.9262713547625119,-29.67176822648702
-1.5471920319553805,-33.059461071222195
-2.1032851435796824,-36.062497348860305
-2.6035491626589775,-38.700381760502026
