sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89
-0.1637745391913985,-0.2170967953314874,-0.2726516749075652,-0.3296511444923355,-0.3874089528581635,-0.4454011155069584,-0.5033073193018037,-0.5609874259613258,-0.6183621765701741,-0.6752064000612085,-0.7309399582721332,-0.7844992705771467,-0.8342888449964492,-0.8781772547208929,-0.9135194737876048,-0.9371974049479748,-0.945662054795295,-0.9349719756563338,-0.9008583570273768,-0.8388410875984567,-0.7443810657768254,-0.6130519379670055,-0.4407159502240668,-0.2236989177070883,0.040988419379386,0.3553614026321154,0.720176063931556,1.134710185929892,1.596608398248234,2.1018011543309965,2.6445486744478814,3.217625062777928,3.81259352803156,4.420116129481207,5.030258294050923,5.632773364470679,6.2173790558788875,6.774022487083007,7.293124569281727,7.765815643149814,8.184159729611224,8.54134294200889,8.831813254272424,9.051375703379213,9.1972488127092,9.268093880802958,9.264023824716665,9.186572978792038,9.03860446031372,8.824147564253783,8.548193937526928,8.216509379374473,7.835470032156996,7.4118749743909,6.952724540802983,6.4650037382635785,5.955498366577753,5.430666504620943,4.896560110844264,4.358730520141247,3.822089315366499,3.290780879219912,2.768142024257886,2.256788492855099,1.7587853593531286,1.2758236277072623,0.8093820908107028,0.3608665737934229,-0.0683262266162423,-0.4768470745182862,-0.863480672131892,-1.2272226930000276,-1.5673388937027806,-1.8833996252574432,-2.175274378154633,-2.4431002508913986,-2.687262855691026,-2.908412672975309,-3.107494150465684,-3.285734425780907,-3.4445713292231797,-3.585551903353747,-3.7102390561811593,-3.820147872836507,-3.916716754280483,-4.001299556728179,-4.075157602439853,-4.139434925403329,-4.195111060552466,-4.242954307959997
-3.158775351349671,-3.1020558164341554,-3.051776037160184,-3.0075700905740588,-2.9686086623598307,-2.933706039386255,-2.9014637910651233,-2.870365109731374,-2.83879286537978,-2.80500299700836,-2.767104238014917,-2.7230847129717195,-2.670888460675171,-2.6085117477166526,-2.534075583038294,-2.4458417299511996,-2.342183343048891,-2.221561455065822,-2.0825679245614817,-1.9240493934607767,-1.7452313033557487,-1.5457501405234888,-1.325621625671881,-1.0852433244794408,-0.8254553323768236,-0.5475951520203235,-0.2535016711136881,0.0545117107048756,0.3736861161626767,0.7008466210257592,1.0324423228781812,1.3646146829613106,1.6932986199553903,2.0143255757250524,2.3234971385126526,2.6166414551667954,2.889700091597696,3.1388827528972527,3.360880266290762,3.553077427910658,3.713699624232479,3.8418694716221142,3.937594033859854,4.001711960035556,4.035810086652201,4.042092133504479,4.023186338266824,3.981934381252948,3.921232644217445,3.843942098591568,3.752830926112488,3.650521324148188,3.539440070372549,3.4217918564478604,3.299569002097546,3.1745888893915195,3.0485353472797883,2.922978644399225,2.7993703843546873,2.6790277664781397,2.563102753061241,2.4525277755090276,2.3479609805341135,2.2497499618160894,2.157902287158857,2.072066364965976,1.9915571905553175,1.915441915699972,1.8426557221994753,1.7721077631829707,1.7027592401800138,1.6336702735291213,1.5640144859982037,1.4930694512723317,1.4201967124181505,1.34482425172852,1.2664485233095475,1.1846656992751274,1.099220984105747,1.010054737779193,0.9173222448466716,0.8213685588357658,0.7226605395851945,0.6217015154860531,0.5189620373162931,0.4148431759894075,0.309662827524196,0.2036498954591183,0.0969329385207584,-0.0104846505560885
-0.4584333949775728,-0.5202214888106954,-0.5817234986419121,-0.6422341250147681,-0.7011124966272299,-0.757742434330573,-0.8115031632539517,-0.8617736054117715,-0.907962079862572,-0.9495097990536844,-0.9858204956761292,-1.0161478735525795,-1.0395207615486912,-1.054740649492079,-1.0604195101718932,-1.054997338832987,-1.0367005352800038,-1.0034755004623956,-0.9529746796397882,-0.8826129716778089,-0.7896519279121205,-0.6712900525759188,-0.5247656999819315,-0.3474666595388971,-0.1370333421233523,0.1085286523309701,0.3906920188571658,0.7102020756174546,1.0668472791646852,1.4592344578197125,1.8846064222212184,2.338753630435758,2.816052467169578,3.309620307679934,3.8115501857817984,4.313185555373704,4.805412995786422,5.2789566947830675,5.724650384063868,6.133681467161962,6.497827880695474,6.8096991148704,7.062969135486592,7.25257831085502,7.374879672573045,7.4277120040229505,7.410398301110517,7.323675354305089,7.169560285575364,6.9511809971267775,6.672626197774978,6.338843347782026,5.955543129953401,5.529053713964115,5.066131082388294,4.573789511486742,4.059183759813009,3.529500414830595,2.99181547461786,2.452923158779083,1.9191626533213064,1.3962760445340092,0.889321970677169,0.4026351092502733,-0.0601975847640345,-0.49635475560441,-0.9037797925191146,-1.281144190599342,-1.6277708392835712,-1.9435319849987265,-2.2287458373285385,-2.484091558791336,-2.7105552998215297,-2.9093987146761204,-3.0821151344992774,-3.230354210470869,-3.3558346873441662,-3.460278124943066,-3.5453836291086507,-3.612827818721215,-3.664252773248603,-3.7012435379121977,-3.725327688931172,-3.7379905385085377,-3.7406730309947194,-3.734751315567987,-3.721514025733588,-3.70213762653875,-3.6776620864084313,-3.6489859292489184
-1.4027107729310002,-1.3126541929016895,-1.228899566568934,-1.1513829904080386,-1.0797658717587817,-1.0134868177556675,-0.9518273591057592,-0.8939700096053984,-0.8390459217415994,-0.7861740946792842,-0.7344758823091709,-0.6830446149890701,-0.6308790131653885,-0.5768143127103627,-0.5194834284005612,-0.4573120860020652,-0.3885269499643308,-0.3111882684167171,-0.2232934640329813,-0.1229347668677044,-0.0084150329416139,0.1217348845200109,0.2687958633550402,0.4338819325516393,0.617905395341971,0.821497146711051,1.0449105435386516,1.2879185631097856,1.5496970717891254,1.828705465326373,2.1226022313068267,2.4282315664674248,2.7417038211582043,3.058563000100564,3.373988354131201,3.682976365137112,3.980496753316259,4.261637893877653,4.521740580835055,4.7565033228075855,4.9620556682080315,5.135025953585089,5.272626735237066,5.372748573546447,5.434036966648145,5.455932737748001,5.438670713165932,5.383251363624239,5.291407375060538,5.165562477047569,5.008755315590738,4.824526284000741,4.616788743313489,4.389680235275052,4.1473926639275485,3.894024363730665,3.633491253965486,3.3694886216487334,3.1054716200508574,2.844628690194196,2.589844515151696,2.343661092039919,2.108243342347693,1.885354329107776,1.6763402425293292,1.482128331507509,1.303245689138385,1.1398485849649809,0.9917436283272728,0.8584072643944767,0.7390114922270591,0.6324377216277699,0.5372867501735555,0.4519389123195501,0.3746749431633762,0.3037909866423723,0.237666845365402,0.1748131655109582,0.1139243832746448,0.053942912544161,-0.0058744499503822,-0.0659131071841922,-0.1262098491735967,-0.1865332839257319,-0.2465138766752496,-0.3057628458160756,-0.363949380596373,-0.420859054373945,-0.4764495517763644,-0.5308679672338941
-1.122562004881617,-1.136504405674727,-1.1522423633468182,-1.1702244493182297,-1.190716812290402,-1.213748832125361,-1.239084420529271,-1.2662263909188491,-1.2944216038183178,-1.3226454505267058,-1.3495616165845918,-1.373469663915235,-1.3922544862363724,-1.4033495175783384,-1.403727639276117,-1.3899268248397358,-1.3581228210521648,-1.304262657166951,-1.224235328706547,-1.11402406770822,-0.9698069545233328,-0.7880278173161736,-0.5654964795850063,-0.299565122235815,0.0116225904556515,0.3688597615646399,0.7716422907650893,1.2180101695214134,1.7044791321455617,2.2260702085475663,2.7764318744865615,3.3480296837128516,3.9323780373203134,4.520300993586253,5.10219838418173,5.668284690782684,6.208809540165787,6.714306957819192,7.1758909850558625,7.585567524832237,7.936521518552661,8.223349157242676,8.442207694782654,8.590861106966676,8.668625002588177,8.67623309380439,8.615659968113535,8.489951279920668,8.30308870637643,8.059858774687665,7.765682788754869,7.426412050941678,7.048123917247215,6.63693959876914,6.198869022641036,5.739691039989878,5.264868028696528,4.779480497029641,4.288182297492001,3.7951824946816695,3.30423725107228,2.8186425603938656,2.341246472252965,1.8744900985994888,1.420469257823031,0.9810175774063528,0.5578031975301849,0.1524076551923523,-0.2336272553630709,-0.5987771020023978,-0.9415516783172002,-1.260573039111938,-1.5546995260186762,-1.823151555398047,-2.065591086603828,-2.2821403725619613,-2.4733831112001865,-2.6403776592560164,-2.784642718272795,-2.908075762330084,-3.012814194088229,-3.101071675547077,-3.1749944930590863,-3.2365779743314653,-3.287644274897496,-3.3298521347108387,-3.364704486952213,-3.3935341059568387,-3.4174787974166914,-3.4374712172218205
-0.9578938227746344,-0.8019770136230674,-0.6379628241221951,-0.4648790680382261,-0.2818924238342227,-0.0884230063995443,0.1157177409777623,0.330199843159899,0.5540891201690958,0.785820689620885,1.0232490481650072,1.2637767070864527,1.504534670586357,1.7425929965834652,1.9751961810337035,2.199998455511713,2.4152440414846628,2.6198589029072417,2.813482741588659,2.99649820582092,3.170084420441752,3.3362669935619267,3.497903184385395,3.6585628694161674,3.822323715748975,3.993534644664806,4.176567355529167,4.37552554694186,4.593914676467818,4.834327949381522,5.098185478194499,5.385537550506554,5.694957442497765,6.023541596725862,6.366995612966908,6.719794634766842,7.075430090154851,7.426702253442785,7.765979153110603,8.085405307790962,8.377114562960323,8.633483985876548,8.84740451724604,9.012523252522543,9.123442714477209,9.175888512858243,9.166842870889916,9.094626519049632,8.9589229224887,8.760749394617616,8.502376087591937,8.187199082234772,7.819592187566702,7.404752111858682,6.948522364128806,6.4571857522448575,5.937236945070743,5.39516298555318,4.837275869823746,4.269626341344155,3.697984720174462,3.127846546611677,2.5644198848023443,2.0125790419109344,1.4768073110838815,0.9611564010648151,0.4692162557008676,0.004068333038589,-0.4317720659999381,-0.8363924860655225,-1.2084938709427422,-1.547388762293918,-1.852981878961793,-2.1257193917553248,-2.366514885189918,-2.57667370747688,-2.7578306573261973,-2.911903775681074,-3.041044343610315,-3.1475637520425765,-3.2338513470970582,-3.302305205146361,-3.355278169718819,-3.395024546435289,-3.423632045096734,-3.442951171802735,-3.4545635147485583,-3.459817731017726,-3.459913843380568,-3.4559869786404156
-1.2460522302198451,-1.2639218326734405,-1.2835289170454371,-1.3052865819891055,-1.329570635956778,-1.3566367789723093,-1.386524081043821,-1.4189864916837849,-1.453454445084475,-1.488996027452342,-1.5242572802460328,-1.5573892852360216,-1.5859994453573265,-1.607167250307915,-1.617525802432454,-1.6133748267314312,-1.5907988219506553,-1.5457792813737388,-1.4742920653231195,-1.3723989538244274,-1.2363512845385325,-1.062704816952385,-0.848447121070247,-0.591153042523174,-0.2891677717295159,0.058201816405424,0.4505159998746276,0.886082392184822,1.3618806834714818,1.8734988882516848,2.4151014206721713,2.9794927601194563,3.558300352088803,4.142246595029895,4.721474500417023,5.285909418962925,5.825634096256281,6.331238578153405,6.794120742010501,7.206725686656818,7.562707804217019,7.857029113808764,8.086024443609912,8.247434755498334,8.340398918604992,8.36539653718379,8.324143900951428,8.219467787334462,8.05517087455148,7.83587832462309,7.566859339388542,7.253825572505101,6.902719206782858,6.51952412837854,6.110118857401197,5.680152243928457,5.234930568718532,4.779335502549799,4.3177931778398415,3.854295877798953,3.392459117038712,2.935583703547425,2.4866945734898915,2.048543976108511,1.6235948234688675,1.214024457067976,0.821756680596532,0.4484798166178108,0.0956232016590298,-0.2357036683539099,-0.544800565677648,-0.8314646027606859,-1.0960157661286725,-1.3392210914499405,-1.562142038004292,-1.7659584553194547,-1.9518137752538336,-2.120713228733795,-2.273480534840715,-2.410746063752872,-2.5329409104895277,-2.640302178335613,-2.7329044977674335,-2.810722082661586,-2.8737261823966755,-2.9220003691613137,-2.955822464832644,-2.9756930736303846,-2.9823247314768975,-2.976592950379481
-0.6631223805433138,-0.7257083392061694,-0.7852542517811287,-0.8404571579763651,-0.8902952007926181,-0.9340398616276911,-0.9712349281495154,-1.0016364372792894,-1.0251011772077154,-1.0414383115665748,-1.050273451288272,-1.0509664719650642,-1.0425824555338514,-1.0238838652351467,-0.9933191256796916,-0.9490069682536404,-0.8887313460752462,-0.809960253297993,-0.7098860438206819,-0.5854919232038126,-0.4336685014924632,-0.2513896515913823,-0.0359279097569432,0.2149146828269758,0.5025859671738253,0.8276135313206535,1.18949385054491,1.586611988079332,2.016193839185906,2.4743113977809617,2.9559463885306076,3.455126047349934,3.965145918364783,4.478860080401704,4.988970776435447,5.4882211111792305,5.969442951652605,6.425517369735475,6.849348543365922,7.233931557384065,7.572542820431075,7.8589847432011,8.087797411256116,8.254439320568355,8.355477378188127,8.38877757062877,8.353650195403594,8.250922747733458,8.082933038131282,7.85342042868318,7.567306864136943,7.230409422118402,6.849138862711942,6.430256958534127,5.980749452020664,5.50771540527226,5.018148534525085,4.5186905196487785,4.015475519193913,3.514037478825381,3.0192320823053023,2.5351976740859734,2.0653770814149732,1.6125870688404087,1.1791134870709643,0.7667983042667117,0.3770855983567687,0.0110326729014798,-0.3306756473944616,-0.6476788880339678,-0.9398748778977664,-1.2073919034090352,-1.4506181529000537,-1.6702430118968763,-1.867263296708478,-2.042943672368628,-2.198740182951802,-2.336202241074429,-2.4568904556498428,-2.5623507473342113,-2.6541288886070653,-2.7337737910683324,-2.8028026094696217,-2.862623336090406,-2.9144297846812277,-2.9591143288029227,-2.9972516212346516,-3.029170562620493,-3.055064843786626,-3.0750718561203434
-1.503556431453827,-1.547034124378276,-1.5909958412530791,-1.63476652769661,-1.6775696841256902,-1.718576546373357,-1.7569495147220942,-1.791838780347856,-1.82233670896268,-1.847420779913605,-1.8658889982278417,-1.876286750104383,-1.876844667594832,-1.8654402201834412,-1.8395861257332904,-1.7964530765778828,-1.732922771661193,-1.6456592890125976,-1.531204452983037,-1.386113250774235,-1.2071228760561878,-0.9913194116667978,-0.7362729750743411,-0.4401482024384741,-0.1018195291633254,0.2789810647762639,0.7014761725311127,1.1636469061589705,1.6620929364789818,2.1919995679212585,2.747218912498371,3.3204440547216754,3.903454387504223,4.487410620460022,5.063161670930485,5.621517529035618,6.153469560281753,6.650378441273701,7.104156408444424,7.507455187399955,7.8538674753448126,8.138141563093253,8.356377320682784,8.50614770364725,8.58651572729944,8.597981612938415,8.542411548868742,8.422940834513916,8.243815549123335,8.010180085351271,7.727856786020781,7.403160173859016,7.042753349712525,6.653532494600758,6.242541060729033,5.816914353391224,5.383839518677051,4.950517278077564,4.524084439692954,4.111434966651888,3.718948587641538,3.3522256424146115,3.0159125307332,2.7136156022260525,2.4478668225159397,2.220133985161804,2.030873298277308,1.879601828078831,1.7649692006785256,1.684820684334371,1.6362530338693455,1.6156771365052538,1.61890242374932,1.6412463037517169,1.6776784016856172,1.723012969338778,1.772133506381781,1.8202104809739192,1.8628792260527531,1.8963647296681256,1.9175579205381592,1.9240481346192544,1.9141119558214712,1.8866672370602129,1.8412043123267925,1.777705073084823,1.6965644061649248,1.5985128655604963,1.4845274611853794,1.355749653763787
-0.0049108050238182,-0.0259746104899336,-0.0456019930104027,-0.0625625279156135,-0.0755954645809168,-0.0835751206656719,-0.085632579672617,-0.0811788521499375,-0.0698409959457187,-0.0513651021251802,-0.0255482415042288,0.0077874733714166,0.0488041183416403,0.0976548381370616,0.1544896585480729,0.2194536642352564,0.2926535932765594,0.3740747582144096,0.4634864282776935,0.5604005100097212,0.6640889429257054,0.7736171648640899,0.88787560745586,1.0056125600711745,1.1254710860901698,1.2460529727425784,1.3660332260603256,1.4842986423778,1.6000553773233486,1.7128866548393118,1.8227553696204624,1.9299020767781017,2.034615662396551,2.1369786932457155,2.236710872186476,2.333114110527077,2.4250792684423996,2.5111693093837446,2.58980067206561,2.659478415712932,2.7189828986680937,2.7674380728497248,2.8042800684948324,2.8291899281448356,2.8420291305328553,2.842779317571339,2.8314873124278956,2.8082355532716012,2.7731575220466125,2.7264888248379413,2.668619317553084,2.6001194203902216,2.5217403515332477,2.4343996586794265,2.339155574899207,2.237167584899763,2.1296433023448493,2.017778035604786,1.902702285358173,1.7854584587818043,1.6670127624521824,1.54827441881621,1.4300864576076475,1.3131897918212525,1.198195340614228,1.0855823146673564,0.9757001588830134,0.8687430093970104,0.7647109445891627,0.663414873409976,0.5645480579773197,0.4677849267364809,0.3728639918849889,0.2796400614747744,0.1881010469976697,0.0983556645807514,0.0106205855216028,-0.0747707214544513,-0.1573561212215498,-0.2365646063208317,-0.3117713719814388,-0.3823676422426602,-0.4478315640470728,-0.5077969937344439,-0.5621178198880958,-0.6109122003667404,-0.6545667899191189,-0.6937086067080402,-0.7291647015635584,-0.7619139139705349
