time,voltage
0.1,-1.4105721766941728
0.10003333333333334,-1.3734843541275683
0.10006666666666668,-1.3304994162103894
0.10010000000000001,-1.282043177936151
0.10013333333333334,-1.2287736675902394
0.10016666666666667,-1.1715635359073466
0.10020000000000001,-1.1114054661921475
0.10023333333333334,-1.0492621413973862
0.10026666666666667,-0.9859437447823134
0.1003,-0.9221016719281384
0.10033333333333334,-0.858339231090326
0.10036666666666667,-0.7953328932461061
0.1004,-0.7338812407804327
0.10043333333333333,-0.6748930278552147
0.10046666666666668,-0.6193477829003614
0.1005,-0.5682364124840065
0.10053333333333334,-0.5224851537321622
0.10056666666666667,-0.48288056143294755
0.10060000000000001,-0.4500062723988516
0.10063333333333334,-0.4241803323418591
0.10066666666666667,-0.4054023320198327
0.10070000000000001,-0.3933557758245581
0.10073333333333334,-0.38747806764596593
0.10076666666666667,-0.38705353252997177
0.1008,-0.3912900770378929
0.10083333333333334,-0.3993678045761971
0.10086666666666667,-0.41046518818001304
0.1009,-0.42378727387823906
0.10093333333333333,-0.43860015731576407
0.10096666666666668,-0.4542442187601731
0.101,-0.4701234681736398
0.10103333333333334,-0.48569851412502335
0.10106666666666667,-0.5004982172528107
0.10110000000000001,-0.5141392061304385
0.10113333333333334,-0.5263290192133265
0.10116666666666667,-0.5368410899296409
0.10120000000000001,-0.545478254490746
0.10123333333333334,-0.5520485918721746
0.10126666666666667,-0.5563578227683973
0.1013,-0.5582116460302109
0.10133333333333334,-0.5574194519448534
0.10136666666666667,-0.5537916995787672
0.1014,-0.5471373950259344
0.10143333333333333,-0.5372768785985337
0.10146666666666668,-0.5240760743292466
0.1015,-0.5074807406247613
0.10153333333333334,-0.4875230552254311
0.10156666666666667,-0.4643145140397607
0.10160000000000001,-0.43804627756939496
0.10163333333333334,-0.4089774839109622
0.10166666666666667,-0.37739742689707767
0.1017,-0.34359001360275226
0.10173333333333334,-0.3078358591846812
0.10176666666666667,-0.2704577412129872
0.1018,-0.23188012646846468
0.10183333333333335,-0.19265649769411133
0.10186666666666667,-0.15343708927423172
0.1019,-0.11490057903016264
0.10193333333333333,-0.07770891586088924
0.10196666666666668,-0.042518551309054006
0.10200000000000001,-0.010027678832551104
0.10203333333333334,0.018988772474770054
0.10206666666666667,0.04369219241716362
0.10210000000000001,0.06323517908920528
0.10213333333333334,0.07682856149171638
0.10216666666666667,0.08380644976478085
0.1022,0.08368131444778401
0.10223333333333334,0.0761732171752111
0.10226666666666667,0.06121510290630911
0.1023,0.03894938886542544
0.10233333333333335,0.009719551615205177
0.10236666666666668,-0.025942405164568746
0.1024,-0.06733366451758097
0.10243333333333333,-0.11361787142478172
0.10246666666666668,-0.1638909485201585
0.10250000000000001,-0.21725248517438045
0.10253333333333334,-0.2728483004165533
0.10256666666666667,-0.32988978108785605
0.10260000000000001,-0.38769017101031805
0.10263333333333334,-0.4457250999870315
0.10266666666666667,-0.503674018876395
0.1027,-0.5613966858127306
0.10273333333333334,-0.6188137830099678
0.10276666666666667,-0.6756999732084688
0.1028,-0.7314746910323732
0.10283333333333333,-0.7850735731657796
0.10286666666666668,-0.8348999538292469
0.1029,-0.8788208383487309
0.10293333333333334,-0.9141892552554097
0.10296666666666668,-0.9378848139532764
0.10300000000000001,-0.946355910857643
0.10303333333333334,-0.935658199552971
0.10306666666666667,-0.9015197300885589
0.10310000000000001,-0.8394570963370971
0.10313333333333334,-0.7449278585031583
0.10316666666666667,-0.6135024076720302
0.1032,-0.44103994675609054
0.10323333333333334,-0.2238635885928294
0.10326666666666667,0.04101812536484374
0.1033,0.3556220194183083
0.10333333333333333,0.7207046822765313
0.10336666666666668,1.1355433665717714
0.1034,1.5977809711647348
0.10343333333333334,2.1033449584254065
0.10346666666666668,2.646491329539008
0.10350000000000001,3.2199888769527494
0.10353333333333334,3.815394607341706
0.10356666666666667,4.423363715367114
0.10360000000000001,5.033954324649363
0.10363333333333334,5.636912245124237
0.10366666666666667,6.221947632898467
0.1037,6.779000216363419
0.10373333333333334,7.2984838645937495
0.10376666666666667,7.77152239767452
0.1038,8.19017400234534
0.10383333333333333,8.547619782692214
0.10386666666666668,8.838303631073481
0.1039,9.05802750057386
