spike_times,spike_values
0.1039666666666666,9.2749050533773
0.1078666666666666,4.045061742198949
0.1266666666666666,7.433174931933294
0.1306333333333333,5.459947212089318
0.1470666666666666,8.68261192279767
0.1527,9.182622393730682
0.1737333333333333,8.371527780178521
0.1809333333333333,8.394938456850804
0.1869333333333333,8.604304772707305
0.1949666666666666,2.8448819113136863
0.2128,7.830026212694065
0.2187,8.257336721525878
0.2246666666666666,11.388999643442776
0.2403,8.291805247527153
0.2468666666666666,6.41752744488991
0.2491666666666666,2.7406844186383523
0.2674333333333333,7.308736073644022
0.2736,5.2376402674392075
0.2928666666666666,11.357253490251884
0.3127333333333333,7.566890569688796
0.3197333333333333,6.8524336905541245
0.3252,9.849257165019935
0.346,6.380030316883489
0.3496333333333333,3.871680668674493
0.3630666666666666,8.022173703017899
0.3696333333333333,10.14908065156442
0.3805,7.329163137322234
0.3868666666666667,7.19942978863055
0.4011333333333333,8.10792317641503
0.4088666666666667,8.035671577857636
0.4261333333333333,6.760169881971468
0.433,6.714755343572573
0.4378333333333333,4.142451739445148
0.4393,3.959635259710234
0.4588,7.396986665213032
0.4662333333333334,5.908507345755171
0.4702666666666667,4.505677425493374
0.4878,8.567144429916636
0.4945666666666667,8.059218127704833
0.5007666666666667,7.004692011231612
0.5043333333333333,3.652067444685102
0.5126000000000001,6.889644702500374
0.5194,6.113875733593593
0.5265666666666666,6.350945336938579
0.5330333333333334,6.202391810099929
0.5507666666666666,8.261733881126863
0.5595666666666667,6.083674755429706
0.5660666666666667,7.690384019889791
0.5874333333333334,6.703616711254941
0.5950666666666666,7.529243295585717
0.6014999999999999,7.675490267467112
0.6084999999999999,6.904881127842488
0.6263666666666666,9.21789153039694
0.6479666666666667,7.956825745901628
0.6552666666666667,7.382187205749702
0.6589666666666666,3.5415753367104097
0.6810999999999999,7.598213395376095
0.6888,8.810097037512973
0.6948333333333333,9.286568198026975
0.7126,6.818939416289173
0.7203333333333333,5.66831215916417
0.7267333333333333,6.589043562495159
0.7337666666666667,6.584838439681789
0.7394999999999999,2.5709198966983995
0.7407333333333334,4.706548116971224
0.7560666666666667,6.907582025620097
0.7609666666666667,3.7700737463484777
0.7863333333333333,6.5945342291524
0.7917,5.169391252384044
0.8096666666666666,7.70602103144596
0.8168333333333333,7.207687511762135
0.8236333333333333,6.379783519845617
0.8491,7.923071230097499
0.8571333333333333,7.383834549784317
0.8723,7.211519248560698
0.8801666666666667,6.548157586849657
0.887,6.730837394112117
0.8943,6.889817907454757
0.9021666666666668,6.89352329725014
0.9134,5.786902515296061
0.9214,6.572318139944286
0.9267666666666666,3.615673043675526
0.9441333333333332,7.397390347227187
0.9536,6.518796043582143
0.9607,9.466650528234767
0.9829666666666668,7.0088092057539795
0.9906666666666668,7.979383572998942
0.9989,7.586452095367211
1.0068333333333337,6.374880226201044
1.0132666666666668,3.434386352052014
1.0355333333333334,7.1600856642667985
1.0572333333333337,7.582081752553453
1.0660333333333334,6.6141391432481
1.0943666666666667,6.991272482196056
1.1036,6.825375394337974
1.1100666666666668,6.675722275838142
1.1182666666666667,7.567699631943412
