unit_1,unit_2
-8.928380231511285,-12.96106663345949
-9.06282090498084,-12.09198353238462
-9.049993195053478,-10.861031900061406
-8.835094354120844,-9.195009310865533
-8.360651119798792,-7.016851271978998
-7.567561902669031,-4.247590974404099
-6.396539439864025,-0.8087807268834095
-4.789877484133596,3.3745157847958303
-2.6935902310496873,8.370153528679657
-0.05999104457909207,14.23477207763037
3.149389562070136,21.009109479900275
6.960724116499474,28.713048774320274
11.384789272093059,37.34097497849585
16.414076045718605,46.85802972318827
22.020469425588896,57.19772701623301
28.153830223900748,68.26125624453827
34.7417298810643,79.9186270272856
41.69054314310179,92.01160536837467
48.88795042943885,104.35819781933536
56.20661701516239,116.75830815191635
63.50859720552864,129.00015044117177
70.65006549989718,140.867024411437
77.48618439351416,152.14405609491504
83.87595735247604,162.62455923118637
89.68683994986034,172.11579921474558
94.79891284805376,180.4440001140068
99.10845795031878,187.45849786684704
102.53074314496631,193.03505784453074
105.00191046280018,197.0783825418301
106.48007744473443,199.52373903563932
106.94580946259345,200.33762224490962
106.40197425650874,199.51746409125906
104.87295064493141,197.090464943666
102.40328964962455,193.1116457727911
99.0559698584127,187.66125556891748
94.91028877506837,180.84165606566899
90.05934324548396,172.77378473081416
84.60704757679241,163.59340286207387
78.66473700998445,153.447362752336
72.34756255778703,142.48996104147875
65.77090121495638,130.87939733930003
59.046986289890384,118.77443603341102
52.282020122617,106.33129899813457
45.573868768615824,93.70072996172338
39.01029234369004,81.02530319581355
32.66777463743792,68.43718218586942
26.610931072008572,56.056446314630065
20.89234687531596,43.989945318646754
15.552785606368154,32.330579537966855
10.621579272321167,21.156951760148267
6.116943176927892,10.533380257729906
2.04642499646155,0.5102119491641012
-1.5921611289596198,-8.87564214648652
-4.809517511010981,-17.599978460860576
-7.623626383142681,-25.65041080157465
-10.058319673835655,-33.02534076222734
-12.141624558440101,-39.732770152496165
-13.904199517889852,-45.78895850913644
-15.378126001519513,-51.21699082211224
-16.596126382356086,-56.045328837166785
