unit_1,unit_2
-21.078649627392313,-0.11244849313539733
-19.13242074981602,0.970284781648143
-16.818534923814536,2.261179705380642
-14.077279347336049,3.7958705525979393
-10.848716769217397,5.610589488814053
-7.074873582706159,7.740728873577268
-2.702326831765795,10.219171507436629
2.3148681983184485,13.074611646919603
8.012109656383908,16.329980042534917
14.41118918668369,20.000887406976556
21.51730410032754,24.09401786551667
29.31632894357732,28.60558939375535
37.77265693265173,33.52007014316328
46.82798581773429,38.809281670797276
56.40142220568199,44.431972782550595
66.39102839399496,50.3339242312873
76.67654949340371,56.44863674543994
87.12287882619927,62.69868380681518
97.58391274170285,68.99776765835206
107.90661936911215,75.25333085413713
117.93526407473779,81.36940240308581
127.51574274912255,87.24936386180647
136.49985806846067,92.79851030558501
144.74926806972022,97.92644087179224
152.13889140267295,102.54925615909326
158.55970209310905,106.59147619607592
163.92093395070748,109.98768037276778
168.15167129342234,112.68389507097613
171.2017398011044,114.63868201785678
173.04192462571177,115.8238494392578
173.6636770475484,116.22472000881444
173.07839043362858,115.8399554810387
171.31623258823484,114.68101372077301
168.42457288939357,112.77132247105862
164.4660917023815,110.14523881413051
159.51663235667732,106.84685795467743
153.66281174333392,102.92870165316111
146.99945458003336,98.45025303460669
139.62703524418245,93.47632105684778
131.64930139026245,88.0753115380938
123.1711316064881,82.31751031207739
114.29660602518808,76.27346134715168
105.12723861093552,70.01252001416377
95.76035340616653,63.60165692920368
86.28767833918738,57.10452915752506
76.79423213835815,50.58074825469611
67.35751222903632,44.0852962505682
58.046965911819235,37.668125371645765
48.92373339755935,31.37392537076475
40.04064598120506,25.241947543398446
31.442442138045696,19.305839296155753
23.166150546243585,13.593584729185855
15.241574102432793,8.12765754421091
7.69178221239598,2.9253812664976686
0.5335436106685656,-2.0005798667616106
-6.222222260324356,-6.641690100404126
-12.569848083936709,-10.993053213999675
-18.508244769486502,-15.052994785649652
-24.040331464931192,-18.82267390226247
-29.172662225562,-22.305650956201838
