unit_1,unit_2
-2.8387687412981104,-3.9281910908410866
-1.1234807447969484,-3.2043997242201585
0.8912087221030727,-2.243481431615218
3.2569170030696015,-1.0015557691031507
6.026227258271403,0.5672482416630908
9.250970282831974,2.509496771079456
12.980131790830638,4.870737690622679
17.257451993335348,7.693420175255629
22.118746808826348,11.014563614706077
27.58894065268892,14.863279951268227
33.678971294274504,19.258205305929437
40.38302425148157,24.204940467918505
47.67651757899917,29.693733095975308
55.51497382372249,35.69767815294229
63.83383646656596,42.171686922647766
72.54932379666813,49.052444039134805
81.56027851514243,56.259411753948314
90.7507747428507,63.69677834473309
99.99324204067317,71.25620518858038
109.15197674096176,78.82009679345296
118.08691317662509,86.26505378041102
126.65749208421784,93.46536959683556
134.7264861531667,100.29653614983219
142.163664714525,106.63861095964646
148.84917406642114,112.37928509058646
154.6765084467398,117.41659913229944
159.55493037345832,121.66130117373274
163.4111846600235,125.03885161963755
166.19051757597748,127.49106510945417
167.8572259327672,128.97728746520505
168.39486733069296,129.4749777190189
167.8060430059736,128.979657586082
166.11164842696257,127.50429544681944
163.34961505217504,125.07827425229259
159.57325835352245,121.74607421187159
154.84935348673355,117.5657154833766
149.25602788005847,112.60694565531857
142.88053492865345,106.94911827454038
135.8169847023305,100.67882376656043
128.16411544218647,93.88747917030085
120.02314012215312,86.669012535389
111.49566386614018,79.11769577626761
102.68172064188363,71.3261871200948
93.67803228782942,63.3838228178711
84.57654624906182,55.375199503009775
75.46322506131766,47.379070067998455
66.41703836298456,39.467504688865276
57.50916931730644,31.705280475418835
48.80251302893948,24.149499199722037
40.35148511219897,16.849400238422334
32.20200803128306,9.846345169254535
24.391520212881357,3.1739846531029268
16.948990025312636,-3.141415153494473
9.895033178860206,-9.080517465341275
3.2422834830918243,-14.630335920348898
-3.0038867791548114,-19.783572116766695
-8.844319384237117,-24.53797657288125
-14.284763559029233,-28.895827500969222
-19.33451616305108,-32.863472192793765
-24.0053416653493,-36.45079408281544
