spike_times,spike_values,unit
0.1065666666666666,203.33864523289645,unit_1
0.1116666666666666,173.93365564076333,unit_1
0.1163333333333333,178.9833929565895,unit_1
0.1210333333333333,70.4196355665845,unit_2
0.1258333333333333,91.72666471679634,unit_2
0.1375666666666666,66.34666376358483,unit_2
0.1486666666666666,61.943859393601485,unit_2
0.1531333333333333,66.1299763161083,unit_2
0.1582666666666666,73.32420976323239,unit_2
0.1658333333333333,120.20611700174776,unit_2
0.1728,135.31665864554887,unit_2
0.1779333333333333,194.26718688279345,unit_1
0.1830666666666666,127.7013536341891,unit_2
0.1848333333333333,54.620626352423145,unit_2
0.1920666666666666,61.28393176682361,unit_2
0.1983666666666667,58.91752186545968,unit_2
0.2163,164.68079848353412,unit_1
0.2223,126.24723993648176,unit_2
0.2277333333333333,175.40293614587725,unit_1
0.2330333333333333,196.07943441316635,unit_1
0.2385333333333333,196.08626477809509,unit_1
0.244,100.4721839906023,unit_2
0.249,94.7848640924856,unit_2
0.2707333333333333,59.892235376794936,unit_2
0.279,176.39187209145152,unit_1
0.2863666666666666,129.05469988566318,unit_2
0.2917666666666667,120.70842473931188,unit_2
0.2978,173.44409793986216,unit_1
0.3045,157.14536598129808,unit_1
0.3104333333333333,158.6644499395032,unit_1
0.3153666666666667,205.7145051916603,unit_1
0.3469666666666666,181.1747165085848,unit_1
0.3540666666666666,160.45295072866494,unit_1
0.3606666666666667,134.77159948941812,unit_2
0.3674,122.6132720615414,unit_2
0.3731333333333333,136.89342040308938,unit_2
0.408,133.9845866060251,unit_2
0.4155666666666666,137.62337280912044,unit_2
0.4223333333333333,115.91425840835474,unit_2
0.4278666666666666,137.3332405939625,unit_1
0.4338999999999999,184.678657837169,unit_1
0.4368333333333333,48.89213327773787,unit_2
0.4689666666666666,146.1527782282749,unit_1
0.4763,124.4347672914341,unit_2
0.4834,121.28470806394608,unit_2
0.4894333333333334,134.6735457801443,unit_2
0.4948333333333333,133.9791832951381,unit_2
0.5011666666666666,145.31802151472152,unit_1
0.5312333333333333,127.25390251538732,unit_2
0.539,155.0331177632098,unit_1
0.5458333333333334,135.00428956638757,unit_2
0.5522666666666667,125.32100160419004,unit_2
0.5582666666666667,135.35230002256245,unit_1
0.5640000000000001,103.34493095177407,unit_2
0.5702666666666667,133.73476484745436,unit_2
0.5768,109.96255590473592,unit_2
0.5829,122.25713249228797,unit_2
0.5886333333333333,111.4701046710496,unit_2
0.5951666666666666,109.65104180705788,unit_2
0.6300333333333333,127.92232145403814,unit_2
0.6374666666666666,110.20444014473073,unit_2
0.6453666666666666,122.90901711248742,unit_2
0.6523,115.2623207217538,unit_2
0.6582333333333333,121.32924605009757,unit_2
0.6645333333333333,103.27948709488216,unit_2
0.6716333333333333,103.62797135441625,unit_2
0.6780333333333333,109.2187298293114,unit_2
0.6853666666666667,113.72408212644532,unit_2
0.6931999999999999,115.77041766196449,unit_2
0.6996333333333333,114.6703201554713,unit_2
0.7045333333333333,65.82346097362793,unit_2
0.7057333333333333,70.42681464756126,unit_2
0.7367333333333334,48.79499573268486,unit_2
0.7403333333333333,126.85038595323314,unit_2
0.7486333333333333,82.70979168274349,unit_2
0.7558666666666667,105.9935103763133,unit_2
0.7628333333333334,114.38290585955583,unit_2
0.7692333333333333,102.30498214950217,unit_2
0.7765666666666666,111.47911638015096,unit_2
0.7831,110.52008199493288,unit_2
0.7883333333333333,49.557211991047886,unit_2
0.7895,92.38832161309462,unit_2
0.813,65.9485414758133,unit_2
0.8185333333333333,114.2803079195812,unit_2
0.8275666666666667,117.160635920816,unit_2
0.8347666666666667,122.5369036567854,unit_2
0.8431333333333333,110.8236863463704,unit_2
0.8508333333333333,122.64573707645188,unit_2
0.8578333333333333,117.73105995619326,unit_2
0.8657666666666667,111.13026929117696,unit_2
0.8754666666666666,103.10488809709167,unit_2
0.8825,120.76432746040376,unit_2
0.8899666666666667,108.22895657092975,unit_2
0.8943333333333333,73.04340374115287,unit_2
0.9258,108.21229626101022,unit_2
0.9364,108.8647679656162,unit_2
0.9447333333333332,97.60735025852108,unit_2
0.9522333333333332,115.03493819819457,unit_2
0.9598333333333332,108.2640707536133,unit_2
0.9665,104.51707816735804,unit_2
0.9733333333333332,108.9871457593182,unit_2
0.9801,120.7184716368024,unit_2
0.9885666666666666,96.73105645317132,unit_2
0.9965,99.59974840257532,unit_2
1.0008333333333337,53.801683962076304,unit_2
1.0037666666666667,105.70648940881212,unit_2
1.0114,104.64061633703145,unit_2
1.0209,108.4075696762188,unit_2
1.0292666666666668,96.10269399620618,unit_2
1.0391333333333337,99.73920189215828,unit_2
1.0479,105.2667540172431,unit_2
1.0567666666666666,104.55480584109424,unit_2
1.0659,89.94572618377815,unit_2
1.0739666666666667,105.30558438875094,unit_2
1.0816,110.8925843047774,unit_2
1.0902,103.17699233029671,unit_2
1.0979666666666668,101.82035128708124,unit_2
1.1086666666666667,89.30867781603544,unit_2
1.1184333333333334,100.50988155348092,unit_2
1.1291666666666669,96.0425594487452,unit_2
1.1387,51.0034383038643,unit_2
1.1398333333333337,72.42318844483174,unit_2
1.1818000000000002,105.6176078840436,unit_2
1.1914,93.86585584114673,unit_2
1.2020666666666668,117.55646735231782,unit_2
1.2111,105.17849279001148,unit_2
1.2189666666666668,99.50176069169726,unit_2
1.2302666666666668,75.3364948487721,unit_2
1.2333666666666667,73.74689206110794,unit_2
1.2716333333333334,110.4736491746824,unit_2
1.2804666666666669,102.81683422312464,unit_2
1.2875333333333334,97.3822906094632,unit_2
1.2953666666666668,100.00995987464412,unit_2
1.3050000000000002,103.88672865842052,unit_2
1.3151666666666668,103.79962087612294,unit_2
1.3226666666666669,109.86826251305804,unit_2
1.3322333333333334,109.45848329647336,unit_2
1.3400666666666667,90.04982972112482,unit_2
1.3504666666666667,102.0368944513982,unit_2
1.3586333333333334,87.21729378595565,unit_2
1.3683,103.3856138536218,unit_2
1.3774000000000002,107.93084734153216,unit_2
1.3902666666666668,102.46889248506866,unit_2
1.3988666666666667,89.31220681895988,unit_2
1.4104666666666668,81.1148302331661,unit_2
1.4225,102.17754899810124,unit_2
1.4481000000000002,67.63766700166185,unit_2
1.4648333333333334,113.07998590983244,unit_2
1.4728333333333334,103.8103842094601,unit_2
1.4815666666666667,97.7060193379354,unit_2
1.4916666666666667,86.83519019571942,unit_2
1.5013666666666667,68.34008135936728,unit_2
1.5305000000000002,49.8653346799159,unit_2
1.5438333333333334,116.08218660861212,unit_2
1.5529333333333335,115.72034284730898,unit_2
1.5618666666666667,104.0360495590381,unit_2
1.5713666666666668,116.70994087859482,unit_2
1.5806333333333331,103.90165351350876,unit_2
1.5884,108.77258862794834,unit_2
1.5926333333333331,62.517371100338416,unit_2
1.5975,102.08179132086252,unit_2
1.6077333333333337,91.84999556121106,unit_2
1.6175000000000002,91.54875438798162,unit_2
1.6283666666666667,86.53818258753283,unit_2
1.6382333333333334,99.72572342795756,unit_2
1.6494333333333335,98.0535281877686,unit_2
1.6600333333333337,104.58991759727174,unit_2
1.6725333333333334,95.90855894023412,unit_2
1.681366666666667,147.7985581795432,unit_1
1.7041000000000002,87.73402827908707,unit_2
1.7154666666666667,76.18300259344593,unit_2
1.7267333333333337,80.60807852161275,unit_2
1.7376333333333334,95.09673429448674,unit_2
1.7499333333333331,83.23910141712737,unit_2
1.7643333333333335,97.21081800034924,unit_2
1.7766333333333335,81.45511537018932,unit_2
1.7859333333333334,113.94640656453532,unit_2
1.796266666666667,84.65181107874453,unit_2
1.806333333333333,94.3703580929146,unit_2
1.818366666666667,87.80082095841803,unit_2
1.8221333333333327,84.50838509239952,unit_2
1.8679666666666668,105.98436068911144,unit_2
1.8719,53.06057414716196,unit_2
1.876866666666667,94.45169374366884,unit_2
1.8853666666666669,93.09797980644592,unit_2
1.8968666666666667,105.52818499446212,unit_2
1.9065,93.84313939524684,unit_2
1.9205,97.22030870143732,unit_2
1.9304666666666668,94.92582602817409,unit_2
1.9376666666666664,52.31878794699104,unit_2
1.9446,101.02438701291094,unit_2
1.9594666666666667,85.07355219046283,unit_2
1.9758666666666669,91.1672791875,unit_2
1.9883666666666668,98.88277263667828,unit_2
1.9993,93.13323805921348,unit_2
2.0065,54.02242320129566,unit_2
2.0146333333333333,86.26048674483414,unit_2
2.028033333333333,92.9920908597245,unit_2
2.042733333333333,55.44780315713773,unit_2
