spike_times,spike_values
0.1,8.431020883268502
0.1065666666666666,10.733655439285736
0.1116666666666666,9.181480258149932
0.1163333333333333,9.448005815752069
0.1210333333333333,3.717289251285942
0.1258333333333333,4.841999027480895
0.1375666666666666,3.5022168240535865
0.1486666666666666,3.2698426117136825
0.1531333333333333,3.490833762950087
0.1582666666666666,3.8705696411679793
0.1658333333333333,6.3453507512779685
0.1728,7.143012755786064
0.1779333333333333,10.254799056999072
0.1830666666666666,6.740991499423684
0.1848333333333333,2.8832832807420448
0.1920666666666666,3.2350098989565588
0.1983666666666667,3.1100787053390886
0.2163,8.692997081092175
0.2223,6.664248630194441
0.2277333333333333,9.259034583787852
0.2330333333333333,10.350509825944972
0.2385333333333333,10.350839855822416
0.244,5.303659356017689
0.249,5.003442967604967
0.2707333333333333,3.1615205203408556
0.279,9.311236098715725
0.2863666666666666,6.81241002985814
0.2917666666666667,6.371868382272072
0.2978,9.15558212782009
0.3045,8.295302034547912
0.3104333333333333,8.375427784555026
0.3153666666666667,10.85913567763796
0.3469666666666666,9.56368254885461
0.3540666666666666,8.46995950347793
0.3606666666666667,7.114248649540906
0.3674,6.472392690177699
0.3731333333333333,7.226263885153745
0.408,7.072683464742451
0.4155666666666666,7.26478110340686
0.4223333333333333,6.118816254627902
0.4278666666666666,7.249462945667762
0.4338999999999999,9.748768649248158
0.4368333333333333,2.580760269662505
0.4689666666666666,7.715026122659681
0.4763,6.568494621484705
0.4834,6.402260078517395
0.4894333333333334,7.109022035825377
0.4948333333333333,7.07248111917234
0.5011666666666666,7.670988911700844
0.5312333333333333,6.717359041410066
0.539,8.183767551098056
0.5458333333333334,7.126514521783205
0.5522666666666667,6.615360953302854
0.5582666666666667,7.144846598606122
0.5640000000000001,5.455284761982561
0.5702666666666667,7.059462722845196
0.5768,5.804598482866203
0.5829,6.453626423363969
0.5886333333333333,5.884215124413599
0.5951666666666666,5.7882014117742475
0.6300333333333333,6.7526918429238085
0.6374666666666666,5.81745297544905
0.6453666666666666,6.488018713423213
0.6523,6.084352632823725
0.6582333333333333,6.404664448973027
0.6645333333333333,5.451808988053352
0.6716333333333333,5.470231566574966
0.6780333333333333,5.7654313929067005
0.6853666666666667,6.003165398822648
0.6931999999999999,6.111100956106673
0.6996333333333333,6.053084328626141
0.7045333333333333,3.4745708397464496
0.7057333333333333,3.717677683502104
0.7367333333333334,2.5761560165888304
0.7403333333333333,6.695957201384402
0.7486333333333333,4.365941975745556
