unit_1,unit_2
9.041266653251474,-1.300555686534795
10.42616951736688,-0.8497842529748841
12.064262177360849,-0.2617734359912148
14.006389960461712,0.498495035596356
16.305767286805715,1.4687730845203943
19.016653025531777,2.6885543059821795
22.192547624649208,4.197768634579432
25.88373016642521,6.035278839014638
30.134381950489963,8.237188506983617
34.97956303092649,10.834939033829968
40.44208344861315,13.853216014915432
46.52930006658079,17.307718756961165
53.23014637008433,21.202901196357274
60.512872677394505,25.529897892718996
68.32388388260583,30.264909428139596
76.58780812715779,35.368276779811495
85.20868521464173,40.78439799834192
94.07212802099734,46.44258973657743
103.04843397385893,52.25889885842962
111.99665077013812,58.13868895272266
120.7693175306094,63.97971627427165
129.21727364253414,69.67544577463441
137.19411362457873,75.11842302553347
144.56035798967196,80.20356513304215
151.18743023055487,84.83125231508764
156.9612005604636,88.91013690503819
161.7848320532198,92.35965071827991
165.58081472000492,95.11216972770949
168.29213692474178,97.11474591348791
169.8827461575195,98.33029933583589
170.3375885024629,98.73818323616769
169.66219902309527,98.33415457407918
167.88160827382038,97.12986728982392
165.03866621785508,95.1519654582546
161.192079935504,92.44081008757212
156.41429915350517,89.0488521879205
150.7893013005171,85.0386516744086
144.41020981522496,80.48061839208808
137.37662887117358,75.45070081564978
129.79191796293816,70.02825238919203
121.76080580885478,64.29411928852787
113.38741275617703,58.32886925214775
104.7735389481523,52.21111790436639
96.01719785771883,46.01600332550327
87.2113027618018,39.81390008349384
78.44221695833328,33.669415013606006
69.78819718400666,27.640664693443547
61.31819389709006,21.778812121104558
53.09127539887561,16.127804372141675
45.156560148164125,10.72426552926521
37.55343988826058,5.597538888223235
30.311934680256176,0.7698806935326905
23.45312297194353,-3.743170582063143
16.989694622893406,-7.932238240130128
10.926753758098727,-11.793478363935703
5.262904745121287,-15.328013473016108
-0.008457329955484124,-18.54139980887628
-4.897747075764059,-21.443008031706142
-9.417896418546466,-24.045257197185986
-13.583359625764631,-26.36277388881847
