unit_1,unit_2
-7.588096561024954,9.35104926067591
-6.881296908171703,11.118909570163952
-5.926758994399127,13.225363908449483
-4.67804514425898,15.733887415643922
-3.0872489485823316,18.709503744300516
-1.1063082854002242,22.21624658452468
1.3113665217943864,26.314152027078475
4.208871006489212,31.05624459501248
7.623322844061921,36.48565728757014
11.583021072764778,42.63266938700257
16.10452759934898,49.51157872816654
21.189978846250344,57.11757903706996
26.824863885537198,65.42400636405041
32.97644961434463,74.38046103369396
39.59303649982785,83.91221463155242
46.60423701697296,93.92101163255185
53.92235249100742,104.2870831261477
61.444731778836264,114.87214786692735
69.0569242620592,125.52338672367286
76.63642431058358,136.07837237900804
84.0567353280671,146.3705295900608
91.19145429597872,156.23442887148448
97.91813136923068,165.51050383794032
104.12173876296093,174.04917958356333
109.697633128146,181.7144199674857
114.55394344439368,188.38667325688488
118.61341807459667,193.96529256426794
121.81480652302652,198.3704853279485
124.11378718099893,201.54467174653695
125.48340686803077,203.45296291497888
125.91400041988979,204.08266017003163
125.41259500957098,203.44209482663834
124.00187883941096,201.55919650619518
121.7188607764398,198.48000304632163
118.61331945721156,194.26710645873945
114.74611009784716,188.99770909383835
110.18739381060878,182.76106939895817
105.01478001992857,175.65573619288816
99.31130992641003,167.78705342065794
93.16331052563842,159.264869283647
86.65826447172344,150.20119514341624
79.88283349206252,140.70780529353226
72.92111387836468,130.89396013600887
65.8531523512205,120.86440502829842
58.75373139643253,110.7176892136371
51.69142221156325,100.54490416586492
44.72788825290408,90.42890597196217
37.91741851174575,80.4438475794537
31.30669265607155,70.65487045400093
24.934809993461922,61.11802477902368
18.83353594145485,51.880412086631125
13.027635166392235,42.98035548786781
7.535242424760358,34.44760144561232
2.368299835135174,26.30384239951792
-2.4669154858998334,18.563622586609792
-6.969163254006075,11.235285148590638
-11.141575796025204,4.321679820961025
-14.991053934185894,-2.179249896522798
-18.52771316056141,-8.273743000333102
-21.76431103496396,-13.971299823556915
