spike_times,spike_values,unit
0.1045,3.5281729230694485,unit_1
0.1114333333333333,2.4942164200481853,unit_1
0.1205666666666666,5.793527478040018,unit_1
0.1238333333333333,3.0439560588839516,unit_1
0.1267666666666666,10.307942877376028,unit_2
0.1322666666666666,11.743698913175209,unit_2
0.1391333333333333,5.426674469706145,unit_1
0.1448333333333333,11.354736312648535,unit_2
0.1511,8.652232541136673,unit_2
0.1545,2.495174007319627,unit_1
0.1649333333333333,2.743686153448712,unit_1
0.1763666666666666,6.23595432515765,unit_2
0.1836333333333333,13.86636872113898,unit_2
0.1904,9.70509309506674,unit_2
0.1963333333333333,3.747202889369566,unit_1
0.2021333333333333,9.865899470799093,unit_2
0.2074333333333333,7.495739878431471,unit_2
0.2139333333333333,3.0304750997799133,unit_1
0.2318,8.814449591334048,unit_2
0.2388666666666666,7.717012323395267,unit_2
0.2450333333333333,9.434917138540325,unit_2
0.2507333333333333,10.813876079203617,unit_2
0.2722,8.880868684894635,unit_2
0.2789,7.681080124427667,unit_1
0.2849,9.693098247661334,unit_2
0.2907333333333333,7.386253347102948,unit_1
0.2967666666666667,6.120474106623598,unit_1
0.3034,8.751790877755633,unit_2
0.3133333333333333,8.09368297512109,unit_1
0.3406333333333333,7.054472300249432,unit_1
0.3478666666666666,6.826922310882252,unit_1
0.3542333333333333,7.514335439443565,unit_2
0.3602999999999999,6.7516204521381145,unit_1
0.3667,6.601222229315931,unit_2
0.3726666666666667,7.704163521572227,unit_2
0.3765666666666667,2.693000116274387,unit_1
0.4053333333333333,8.014996137351188,unit_2
0.4114,7.803717747390822,unit_2
0.4174333333333333,6.954266399915453,unit_2
0.4236,7.767660090324049,unit_2
0.4298666666666666,6.736724616561558,unit_1
0.4355,6.507753275982425,unit_1
0.4416333333333333,8.969976952933544,unit_2
0.4687666666666666,6.689543897328293,unit_1
0.4753,5.951303935680789,unit_1
0.4810999999999999,6.479705373847986,unit_1
0.4883666666666667,6.97408254384753,unit_2
0.5075,6.337118318226811,unit_1
0.5140666666666667,7.141215326100653,unit_2
0.5220666666666667,5.447961643287354,unit_1
0.5294333333333333,6.056235731170243,unit_1
0.5359666666666667,6.020198169294097,unit_1
0.5429,6.317482812932212,unit_1
0.5493333333333333,6.619698282165123,unit_2
0.5712333333333334,7.160112458064667,unit_1
0.5796666666666667,6.860439453324717,unit_2
0.5859666666666666,7.085030094745817,unit_2
0.5926333333333333,7.337722356539881,unit_1
0.6155333333333333,6.0470395036082625,unit_1
0.6218333333333333,5.971080638338671,unit_1
0.6290333333333333,5.646423084464978,unit_1
0.6356666666666666,5.88210660564192,unit_1
0.6418333333333333,5.642721632111084,unit_1
0.6483333333333333,6.03723090302715,unit_1
0.6548666666666666,5.520657496787003,unit_1
0.6614666666666666,5.372230308141251,unit_1
0.6692,5.500682658484286,unit_1
0.6772666666666667,6.409432518982853,unit_1
0.6833,3.468444070995307,unit_1
0.7077,6.426033073141789,unit_1
0.7143999999999999,5.741219872947086,unit_1
0.722,5.365581176815942,unit_1
0.7293999999999999,6.188527184740301,unit_1
0.7359666666666667,6.592122617838828,unit_1
0.7430333333333333,5.410586751101873,unit_1
0.7501333333333333,5.417797258711845,unit_1
0.7534666666666666,2.7587717039644573,unit_1
0.7757333333333333,6.550185263606208,unit_1
0.7842,6.170134671800088,unit_1
0.7907333333333333,5.82387980230026,unit_1
0.7973666666666667,7.1883165646882565,unit_2
0.8040999999999999,6.359135238874244,unit_1
0.8120333333333333,4.833793439797127,unit_1
0.8320666666666666,6.224043527257696,unit_1
0.839,6.062770284932852,unit_1
0.8453999999999999,6.260732226970458,unit_1
0.8528,5.6524824144265535,unit_1
0.8742333333333333,5.74635030400191,unit_1
0.8809333333333333,5.4811633166674705,unit_1
0.8871666666666667,6.378876950416174,unit_1
0.8940333333333333,5.389164926911769,unit_1
0.9019333333333334,4.957929050060423,unit_1
0.9093333333333332,5.485908225284556,unit_1
