unit_1,unit_2
22.11783537434473,-5.733212600529797
23.0240918246399,-5.12628026768094
24.166981430896588,-4.3339652856789375
25.59222715280607,-3.3194483391923173
27.346945372064514,-2.0441768434548995
29.478631249911192,-0.4688488301415519
32.03366080852663,1.4453818160542644
35.05543626954679,3.735524848800756
38.58221765998336,6.435106547679088
42.64464900507151,9.572179317801357
47.26301775945768,13.16708897579112
52.44444520575555,17.23013538255363
58.18035474078659,21.759271516225567
64.44453446279036,26.73810062202779
71.19203906320253,32.13449745348365
78.35903310574452,37.900078383162
85.86354207715324,43.970553426907756
93.60708638874004,50.26695124093662
101.47715230559093,56.69773265485663
109.3503958610706,63.16161706507645
117.0964457645738,69.55074761814691
124.58213253500735,75.75392179002245
131.6759469917116,81.65980259959163
138.25240403610638,87.16006824518699
144.19580052973785,92.15242219741415
149.40307884418692,96.54330081925426
153.78594807523308,100.25012515545178
157.27242264052305,103.20312059545081
159.80782812384658,105.34677846262628
161.35546422649563,106.640955376319
161.89705912630637,107.0615886948015
161.43283018292976,106.60098539039546
159.98095849338378,105.26764013644632
157.57652444427325,103.0855861332299
154.26995988706068,100.09332213556338
150.12504454781745,96.34237824606092
145.21651093176106,91.8955644136242
139.62732076155075,86.82497458166205
133.4458348969954,81.20988398510957
126.76319348234327,75.13461437800461
119.67104129738176,68.68633588635417
112.25958798481433,61.95281095829529
104.61594580673429,55.020225542294234
96.82266698545243,47.971325766896086
88.95644798469654,40.88399905550907
81.08701097107598,33.830297462674416
73.2763062457282,26.87579595479364
65.57826486755982,20.07914589388396
58.0390080954654,13.49178610758208
50.69718289864461,7.157836628265844
43.58439967349917,1.1141086518665706
36.72589804979816,-4.60979361071208
30.14123713942571,-9.991189198302598
23.844746158631462,-15.013845828289238
17.845907946360136,-19.66741606057488
12.149970699314153,-23.946856521104408
6.758646460056324,-27.851796013303716
1.6706500074096193,-31.385833574218093
-3.1178310220157446,-34.555926726896125
-7.61261416281625,-37.37200489974261
